site,instrument_depth_m,total_transect_depth_m,temp_c,pH,datetime_UTC
MKO,5,9,19.04,8.02,2018-11-05T01:00
MKO,5,9,19.09,8.02,2018-11-05T01:20
MKO,5,9,19.11,8.01,2018-11-05T01:40
MKO,5,9,18.88,8.01,2018-11-05T02:00
MKO,5,9,18.82,8.01,2018-11-05T02:20
MKO,5,9,18.59,8,2018-11-05T02:40
MKO,5,9,18.55,8.01,2018-11-05T03:00
MKO,5,9,18.33,8,2018-11-05T03:20
MKO,5,9,18.31,8,2018-11-05T03:40
MKO,5,9,18.43,8.01,2018-11-05T04:00
MKO,5,9,18.45,8.01,2018-11-05T04:20
MKO,5,9,18.46,8.01,2018-11-05T04:40
MKO,5,9,18.55,8.02,2018-11-05T05:00
MKO,5,9,18.71,8.02,2018-11-05T05:20
MKO,5,9,18.67,8.01,2018-11-05T05:40
MKO,5,9,18.73,8.01,2018-11-05T06:00
MKO,5,9,18.74,8.01,2018-11-05T06:20
MKO,5,9,18.68,8,2018-11-05T06:40
MKO,5,9,18.53,8,2018-11-05T07:00
MKO,5,9,18.48,8,2018-11-05T07:20
MKO,5,9,18.48,8,2018-11-05T07:40
MKO,5,9,18.47,8,2018-11-05T08:00
MKO,5,9,18.51,8.01,2018-11-05T08:20
MKO,5,9,18.48,8,2018-11-05T08:40
MKO,5,9,18.52,8.01,2018-11-05T09:00
MKO,5,9,18.59,8.01,2018-11-05T09:20
MKO,5,9,18.61,8.01,2018-11-05T09:40
MKO,5,9,18.55,8,2018-11-05T10:00
MKO,5,9,18.55,8,2018-11-05T10:20
MKO,5,9,18.56,8.01,2018-11-05T10:40
MKO,5,9,18.56,8.01,2018-11-05T11:00
MKO,5,9,18.57,8.01,2018-11-05T11:20
MKO,5,9,18.58,8.01,2018-11-05T11:40
MKO,5,9,18.59,8.01,2018-11-05T12:00
MKO,5,9,18.55,8.01,2018-11-05T12:20
MKO,5,9,18.5,8,2018-11-05T12:40
MKO,5,9,18.44,8,2018-11-05T13:00
MKO,5,9,18.48,8.01,2018-11-05T13:20
MKO,5,9,18.5,8.01,2018-11-05T13:40
MKO,5,9,18.51,8.01,2018-11-05T14:00
MKO,5,9,18.51,8.01,2018-11-05T14:20
MKO,5,9,18.47,7.99,2018-11-05T14:40
MKO,5,9,18.48,8,2018-11-05T15:00
MKO,5,9,18.5,8.01,2018-11-05T15:20
MKO,5,9,18.52,8.01,2018-11-05T15:40
MKO,5,9,18.54,8.01,2018-11-05T16:00
MKO,5,9,18.56,8.01,2018-11-05T16:20
MKO,5,9,18.54,8.01,2018-11-05T16:40
MKO,5,9,18.52,8,2018-11-05T17:00
MKO,5,9,18.52,8,2018-11-05T17:20
MKO,5,9,18.53,8,2018-11-05T17:40
MKO,5,9,18.55,8,2018-11-05T18:00
MKO,5,9,18.56,8,2018-11-05T18:20
MKO,5,9,18.58,8.01,2018-11-05T18:40
MKO,5,9,18.6,8,2018-11-05T19:00
MKO,5,9,18.61,8,2018-11-05T19:20
MKO,5,9,18.61,8,2018-11-05T19:40
MKO,5,9,18.63,8,2018-11-05T20:00
MKO,5,9,18.68,8.01,2018-11-05T20:20
MKO,5,9,18.72,8.01,2018-11-05T20:40
MKO,5,9,18.77,8,2018-11-05T21:00
MKO,5,9,18.79,7.99,2018-11-05T21:20
MKO,5,9,18.75,8,2018-11-05T21:40
MKO,5,9,18.74,8,2018-11-05T22:00
MKO,5,9,18.75,8,2018-11-05T22:20
MKO,5,9,18.91,8,2018-11-05T22:40
MKO,5,9,18.99,8,2018-11-05T23:00
MKO,5,9,18.98,8.01,2018-11-05T23:20
MKO,5,9,19.05,8.01,2018-11-05T23:40
