Date,Adj Close
1/1/20,7200.174316
1/2/20,6985.470215
1/3/20,7344.884277
1/4/20,7410.656738
1/5/20,7411.317383
1/6/20,7769.219238
1/7/20,8163.692383
1/8/20,8079.862793
1/9/20,7879.071289
1/10/20,8166.554199
1/11/20,8037.537598
1/12/20,8192.494141
1/13/20,8144.194336
1/14/20,8827.764648
1/15/20,8807.010742
1/16/20,8723.786133
1/17/20,8929.038086
1/18/20,8942.808594
1/19/20,8706.245117
1/20/20,8657.642578
1/21/20,8745.894531
1/22/20,8680.875977
1/23/20,8406.515625
1/24/20,8445.43457
1/25/20,8367.847656
1/26/20,8596.830078
1/27/20,8909.819336
1/28/20,9358.589844
1/29/20,9316.629883
1/30/20,9508.993164
1/31/20,9350.529297
2/1/20,9392.875
2/2/20,9344.365234
2/3/20,9293.521484
2/4/20,9180.962891
2/5/20,9613.423828
2/6/20,9729.801758
2/7/20,9795.943359
2/8/20,9865.119141
2/9/20,10116.67383
2/10/20,9856.611328
2/11/20,10208.23633
2/12/20,10326.05469
2/13/20,10214.37988
2/14/20,10312.11621
2/15/20,9889.424805
2/16/20,9934.433594
2/17/20,9690.142578
2/18/20,10141.99609
2/19/20,9633.386719
2/20/20,9608.475586
2/21/20,9686.441406
2/22/20,9663.181641
2/23/20,9924.515625
2/24/20,9650.174805
2/25/20,9341.705078
2/26/20,8820.522461
2/27/20,8784.494141
2/28/20,8672.455078
2/29/20,8599.508789
3/1/20,8562.454102
3/2/20,8869.669922
3/3/20,8787.786133
3/4/20,8755.246094
3/5/20,9078.762695
3/6/20,9122.545898
3/7/20,8909.954102
3/8/20,8108.116211
3/9/20,7923.644531
3/10/20,7909.729492
3/11/20,7911.430176
3/12/20,4970.788086
3/13/20,5563.707031
3/14/20,5200.366211
3/15/20,5392.314941
3/16/20,5014.47998
3/17/20,5225.629395
3/18/20,5238.438477
3/19/20,6191.192871
3/20/20,6198.77832
3/21/20,6185.066406
3/22/20,5830.254883
3/23/20,6416.314941
3/24/20,6734.803711
3/25/20,6681.062988
3/26/20,6716.44043
3/27/20,6469.79834
3/28/20,6242.193848
3/29/20,5922.042969
3/30/20,6429.841797
3/31/20,6438.644531
4/1/20,6606.776367
4/2/20,6793.624512
4/3/20,6733.387207
4/4/20,6867.527344
4/5/20,6791.129395
4/6/20,7271.78125
4/7/20,7176.414551
4/8/20,7334.098633
4/9/20,7302.089355
4/10/20,6865.493164
4/11/20,6859.083008
4/12/20,6971.091797
4/13/20,6845.037598
4/14/20,6842.427734
4/15/20,6642.109863
4/16/20,7116.804199
4/17/20,null
4/18/20,7257.665039
4/19/20,7189.424805
4/20/20,6881.958496
4/21/20,6880.323242
4/22/20,7117.20752
4/23/20,7429.724609
4/24/20,7550.900879
4/25/20,7569.936035
4/26/20,7679.867188
4/27/20,7795.601074
4/28/20,7807.058594
4/29/20,8801.038086
4/30/20,8658.553711
5/1/20,8864.766602
5/2/20,8988.59668
5/3/20,8897.46875
5/4/20,8912.654297
5/5/20,9003.070313
5/6/20,9268.761719
5/7/20,9951.518555
5/8/20,9842.666016
5/9/20,9593.896484
5/10/20,8756.430664
5/11/20,8601.795898
5/12/20,8804.477539
5/13/20,9269.987305
5/14/20,9733.72168
5/15/20,9328.197266
5/16/20,9377.013672
5/17/20,9670.739258
5/18/20,9726.575195
5/19/20,9729.038086
5/20/20,9522.981445
5/21/20,9081.761719
5/22/20,9182.577148
5/23/20,9209.287109
5/24/20,8790.368164
5/25/20,8906.93457
5/26/20,8835.052734
5/27/20,9181.017578
5/28/20,9525.750977
5/29/20,9439.124023
5/30/20,9700.414063
5/31/20,9461.058594
6/1/20,10167.26856
6/2/20,9529.803711
6/3/20,9656.717773
6/4/20,9800.636719
6/5/20,9665.533203
6/6/20,9653.679688
6/7/20,9758.852539
6/8/20,9771.489258
6/9/20,9795.700195
6/10/20,9870.094727
6/11/20,9321.78125
6/12/20,9480.84375
6/13/20,9475.277344
6/14/20,9386.788086
6/15/20,9450.702148
6/16/20,9538.024414
6/17/20,9480.254883
6/18/20,9411.84082
6/19/20,9288.018555
6/20/20,9332.34082
6/21/20,9303.629883
6/22/20,9648.717773
6/23/20,9629.658203
6/24/20,9313.610352
6/25/20,9264.813477
6/26/20,9162.917969
6/27/20,9045.390625
6/28/20,9143.582031
6/29/20,9190.854492
6/30/20,9137.993164
7/1/20,9228.325195
7/2/20,9123.410156
7/3/20,9087.303711
7/4/20,9132.488281
7/5/20,9073.942383
7/6/20,9375.474609
7/7/20,9252.277344
7/8/20,9428.333008
7/9/20,9277.967773
7/10/20,9278.807617
7/11/20,9240.34668
7/12/20,9276.5
7/13/20,9243.614258
7/14/20,9243.213867
7/15/20,9192.836914
7/16/20,9132.227539
7/17/20,9151.392578
7/18/20,9159.040039
7/19/20,9185.817383
7/20/20,9164.231445
7/21/20,9374.887695
7/22/20,9525.363281
7/23/20,9581.072266
7/24/20,9536.892578
7/25/20,9677.113281
7/26/20,9905.166992
7/27/20,10990.87305
7/28/20,10912.82324
7/29/20,11100.46777
7/30/20,11111.21387
7/31/20,11323.4668
8/1/20,11759.59277
8/2/20,11053.61426
8/3/20,11246.34863
8/4/20,11205.89258
8/5/20,11747.02246
8/6/20,11779.77344
8/7/20,11601.47266
8/8/20,11754.0459
8/9/20,11675.73926
8/10/20,11878.11133
8/11/20,11410.52539
8/12/20,11584.93457
8/13/20,11784.1377
8/14/20,11768.87109
8/15/20,11865.69824
8/16/20,11892.80371
8/17/20,12254.40234
8/18/20,11991.2334
8/19/20,11758.2832
8/20/20,11878.37207
8/21/20,11592.48926
8/22/20,11681.8252
8/23/20,11664.84766
8/24/20,11774.5957
8/25/20,11366.13477
8/26/20,11488.36328
8/27/20,11323.39746
8/28/20,11542.5
8/29/20,11506.86523
8/30/20,11711.50586
8/31/20,11680.82031
9/1/20,11970.47852
9/2/20,11414.03418
9/3/20,10245.29688
9/4/20,10511.81348
9/5/20,10169.56738
9/6/20,10280.35156
9/7/20,10369.56348
9/8/20,10131.5166
9/9/20,10242.34766
9/10/20,10363.13867
9/11/20,10400.91504
9/12/20,10442.1709
9/13/20,10323.75586
9/14/20,10680.83789
9/15/20,10796.95117
9/16/20,10974.90527
9/17/20,10948.99023
9/18/20,10944.58594
9/19/20,11094.34668
9/20/20,10938.27148
9/21/20,10462.25977
9/22/20,10538.45996
9/23/20,10225.86426
9/24/20,10745.54883
9/25/20,10702.29004
9/26/20,10754.4375
9/27/20,10774.42676
9/28/20,10721.32715
9/29/20,10848.83008
9/30/20,10787.61816
10/1/20,10623.33008
10/2/20,10585.16406
10/3/20,10565.49316
10/4/20,10684.42871
10/5/20,10804.00098
10/6/20,10621.66406
10/7/20,10679.13672
10/8/20,10923.62793
10/9/20,null
10/10/20,11296.36133
10/11/20,11384.18164
10/12/20,null
10/13/20,null
10/14/20,11429.50684
10/15/20,11495.34961
10/16/20,11322.12305
10/17/20,11358.10156
10/18/20,11483.35938
10/19/20,11742.03711
10/20/20,11916.33496
10/21/20,12823.68945
10/22/20,12965.8916
10/23/20,12931.53906
10/24/20,13108.0625
10/25/20,13031.17383
10/26/20,13075.24805
10/27/20,13654.21875
10/28/20,13271.28516
10/29/20,13437.88281
10/30/20,13546.52246
10/31/20,13780.99512
11/1/20,13737.10938
11/2/20,13550.48926
11/3/20,13950.30078
11/4/20,14133.70703
11/5/20,15579.84863
11/6/20,15565.88086
11/7/20,14833.75391
11/8/20,15479.56738
11/9/20,15332.31543
11/10/20,15290.90234
11/11/20,15701.33984
11/12/20,16276.34375
11/13/20,16317.80859
11/14/20,16068.13867
11/15/20,15955.58789
11/16/20,16716.11133
11/17/20,17645.40625
11/18/20,17804.00586
11/19/20,17817.08984
11/20/20,18621.31445
11/21/20,18642.23242
11/22/20,18370.00195
11/23/20,18364.12109
11/24/20,19107.46484
11/25/20,18732.12109
11/26/20,17150.62305
11/27/20,17108.40234
11/28/20,17717.41406
11/29/20,18177.48438
11/30/20,19625.83594
12/1/20,18802.99805
12/2/20,19201.0918
12/3/20,19445.39844
12/4/20,18699.76563
12/5/20,19154.23047
12/6/20,19345.12109
12/7/20,19191.63086
12/8/20,18321.14453
12/9/20,18553.91602
12/10/20,18264.99219
12/11/20,18058.9043
12/12/20,18803.65625
12/13/20,19142.38281
12/14/20,19246.64453
12/15/20,19417.07617
12/16/20,21310.59766
12/17/20,22805.16211
12/18/20,23137.96094
12/19/20,23869.83203
12/20/20,23477.29492
12/21/20,22803.08203
12/22/20,23783.0293
12/23/20,23241.3457
12/24/20,23735.94922
12/25/20,24664.79102
12/26/20,26437.03711
12/27/20,26272.29492
12/28/20,27084.80859
12/29/20,27362.4375
12/30/20,28840.95313
12/31/20,29001.7207
1/1/21,29374.15234
1/2/21,32127.26758
1/3/21,32782.02344
1/4/21,31971.91406
1/5/21,33992.42969
1/6/21,36824.36328
1/7/21,39371.04297
1/8/21,40797.60938
1/9/21,40254.54688
1/10/21,38356.44141
1/11/21,35566.65625
1/12/21,33922.96094
1/13/21,37316.35938
1/14/21,39187.32813
1/15/21,36825.36719
1/16/21,36178.14063
1/17/21,35791.27734
1/18/21,36630.07422
1/19/21,36069.80469
1/20/21,35547.75
1/21/21,30825.69922
1/22/21,33005.76172
1/23/21,32067.64258
1/24/21,32289.37891
1/25/21,32366.39258
1/26/21,32569.84961
1/27/21,30432.54688
1/28/21,31649.60547
1/29/21,34316.38672
1/30/21,34269.52344
1/31/21,33114.35938
2/1/21,33537.17578
2/2/21,35510.28906
2/3/21,37472.08984
2/4/21,36926.06641
2/5/21,38144.30859
2/6/21,39266.01172
2/7/21,38903.44141
2/8/21,46196.46484
2/9/21,46481.10547
2/10/21,44918.18359
2/11/21,47909.33203
2/12/21,47504.85156
2/13/21,47105.51563
2/14/21,48717.28906
2/15/21,47945.05859
2/16/21,49199.87109
2/17/21,52149.00781
2/18/21,51679.79688
2/19/21,55888.13281
2/20/21,56099.51953
2/21/21,57539.94531
2/22/21,54207.32031
2/23/21,48824.42578
2/24/21,49705.33203
2/25/21,47093.85156
2/26/21,46339.76172
2/27/21,46188.45313
2/28/21,45137.76953
3/1/21,49631.24219
3/2/21,48378.98828
3/3/21,50538.24219
3/4/21,48561.16797
3/5/21,48927.30469
3/6/21,48912.38281
3/7/21,51206.69141
3/8/21,52246.52344
3/9/21,54824.11719
3/10/21,56008.55078
3/11/21,57805.12109
3/12/21,57332.08984
3/13/21,61243.08594
3/14/21,59302.31641
3/15/21,55907.19922
3/16/21,56804.90234
3/17/21,58870.89453
3/18/21,57858.92188
3/19/21,58346.65234
3/20/21,58313.64453
3/21/21,57523.42188
3/22/21,54529.14453
3/23/21,54738.94531
3/24/21,52774.26563
3/25/21,51704.16016
3/26/21,55137.3125
3/27/21,55973.51172
3/28/21,55950.74609
3/29/21,57750.19922
3/30/21,58917.69141
3/31/21,58918.83203
4/1/21,59095.80859
4/2/21,59384.3125
4/3/21,57603.89063
4/4/21,58758.55469
4/5/21,59057.87891
