site,instrument_depth_m,total_transect_depth_m,temp_c,pH,datetime_UTC
MKO,5,9,18.14,7.99,2018-11-21T18:00
MKO,5,9,18.14,7.99,2018-11-21T18:20
MKO,5,9,18.15,7.99,2018-11-21T18:40
MKO,5,9,18.15,7.99,2018-11-21T19:00
MKO,5,9,18.15,7.99,2018-11-21T19:20
MKO,5,9,18.16,7.99,2018-11-21T19:40
MKO,5,9,18.17,7.99,2018-11-21T20:00
MKO,5,9,18.19,7.99,2018-11-21T20:20
MKO,5,9,18.2,7.99,2018-11-21T20:40
MKO,5,9,18.22,7.99,2018-11-21T21:00
MKO,5,9,18.23,8,2018-11-21T21:20
MKO,5,9,18.24,7.99,2018-11-21T21:40
MKO,5,9,18.26,8,2018-11-21T22:00
MKO,5,9,18.27,8,2018-11-21T22:20
MKO,5,9,18.27,8,2018-11-21T22:40
MKO,5,9,18.29,8,2018-11-21T23:00
MKO,5,9,18.3,7.99,2018-11-21T23:20
MKO,5,9,18.29,8,2018-11-21T23:40
MKO,5,9,18.3,8,2018-11-22T00:00
MKO,5,9,18.29,8,2018-11-22T00:20
MKO,5,9,18.28,8,2018-11-22T00:40
MKO,5,9,18.26,8,2018-11-22T01:00
MKO,5,9,18.25,7.99,2018-11-22T01:20
MKO,5,9,18.25,7.99,2018-11-22T01:40
MKO,5,9,18.24,7.99,2018-11-22T02:00
MKO,5,9,18.24,7.99,2018-11-22T02:20
MKO,5,9,18.27,7.99,2018-11-22T02:40
MKO,5,9,18.28,7.99,2018-11-22T03:00
MKO,5,9,18.28,7.99,2018-11-22T03:20
MKO,5,9,18.27,7.99,2018-11-22T03:40
MKO,5,9,18.27,7.99,2018-11-22T04:00
MKO,5,9,18.27,8,2018-11-22T04:20
MKO,5,9,18.26,8,2018-11-22T04:40
MKO,5,9,18.25,8,2018-11-22T05:00
MKO,5,9,18.25,8,2018-11-22T05:20
MKO,5,9,18.24,8,2018-11-22T05:40
MKO,5,9,18.23,8,2018-11-22T06:00
MKO,5,9,18.23,8,2018-11-22T06:20
MKO,5,9,18.23,8,2018-11-22T06:40
MKO,5,9,18.23,8,2018-11-22T07:00
MKO,5,9,18.22,8,2018-11-22T07:20
MKO,5,9,18.22,8,2018-11-22T07:40
MKO,5,9,18.22,8,2018-11-22T08:00
MKO,5,9,18.22,8,2018-11-22T08:20
MKO,5,9,18.23,7.99,2018-11-22T08:40
MKO,5,9,18.24,7.99,2018-11-22T09:00
MKO,5,9,18.23,7.99,2018-11-22T09:20
MKO,5,9,18.23,7.99,2018-11-22T09:40
MKO,5,9,18.24,7.99,2018-11-22T10:00
MKO,5,9,18.24,7.99,2018-11-22T10:20
MKO,5,9,18.22,7.99,2018-11-22T10:40
MKO,5,9,18.21,7.99,2018-11-22T11:00
MKO,5,9,18.2,7.99,2018-11-22T11:20
MKO,5,9,18.2,7.99,2018-11-22T11:40
MKO,5,9,18.2,7.99,2018-11-22T12:00
MKO,5,9,18.2,7.99,2018-11-22T12:20
MKO,5,9,18.2,7.99,2018-11-22T12:40
MKO,5,9,18.13,8,2018-11-22T13:00
MKO,5,9,18.12,8,2018-11-22T13:20
MKO,5,9,18.13,8,2018-11-22T13:40
MKO,5,9,18.1,8,2018-11-22T14:00
MKO,5,9,18.1,7.99,2018-11-22T14:20
MKO,5,9,18.09,8,2018-11-22T14:40
MKO,5,9,18.06,7.99,2018-11-22T15:00
MKO,5,9,18.08,7.99,2018-11-22T15:20
MKO,5,9,18.08,8,2018-11-22T15:40
MKO,5,9,18.11,7.99,2018-11-22T16:00
MKO,5,9,18.1,7.99,2018-11-22T16:20
MKO,5,9,18.09,7.99,2018-11-22T16:40
MKO,5,9,18.11,7.99,2018-11-22T17:00
MKO,5,9,18.12,7.99,2018-11-22T17:20
MKO,5,9,18.11,7.99,2018-11-22T17:40
MKO,5,9,18.11,7.99,2018-11-22T18:00
MKO,5,9,18.14,7.99,2018-11-22T18:20
MKO,5,9,18.14,7.99,2018-11-22T18:40
MKO,5,9,18.12,7.99,2018-11-22T19:00
MKO,5,9,18.11,7.99,2018-11-22T19:20
MKO,5,9,18.13,7.99,2018-11-22T19:40
MKO,5,9,18.16,7.99,2018-11-22T20:00
MKO,5,9,18.18,7.99,2018-11-22T20:20
MKO,5,9,18.18,7.99,2018-11-22T20:40
MKO,5,9,18.19,8,2018-11-22T21:00
MKO,5,9,18.2,8,2018-11-22T21:20
MKO,5,9,18.21,8,2018-11-22T21:40
MKO,5,9,18.21,8,2018-11-22T22:00
MKO,5,9,18.21,8,2018-11-22T22:20
MKO,5,9,18.21,8,2018-11-22T22:40
MKO,5,9,18.22,8,2018-11-22T23:00
MKO,5,9,18.23,8,2018-11-22T23:20
MKO,5,9,18.24,8,2018-11-22T23:40
MKO,5,9,18.25,8,2018-11-23T00:00
MKO,5,9,18.24,8,2018-11-23T00:20
MKO,5,9,18.22,8,2018-11-23T00:40
MKO,5,9,18.2,8,2018-11-23T01:00
MKO,5,9,18.19,8,2018-11-23T01:20
MKO,5,9,18.18,8.01,2018-11-23T01:40
MKO,5,9,18.18,8.01,2018-11-23T02:00
MKO,5,9,18.19,8,2018-11-23T02:20
MKO,5,9,18.19,8,2018-11-23T02:40
MKO,5,9,18.19,8,2018-11-23T03:00
MKO,5,9,18.19,8,2018-11-23T03:20
MKO,5,9,18.2,8,2018-11-23T03:40
MKO,5,9,18.19,8,2018-11-23T04:00
MKO,5,9,18.19,8,2018-11-23T04:20
MKO,5,9,18.19,8,2018-11-23T04:40
MKO,5,9,18.18,8,2018-11-23T05:00
MKO,5,9,18.12,7.99,2018-11-23T05:20
MKO,5,9,18.03,7.98,2018-11-23T05:40
MKO,5,9,17.98,7.98,2018-11-23T06:00
MKO,5,9,17.93,7.98,2018-11-23T06:20
MKO,5,9,17.92,7.98,2018-11-23T06:40
MKO,5,9,17.91,7.98,2018-11-23T07:00
MKO,5,9,17.94,7.98,2018-11-23T07:20
MKO,5,9,17.94,7.98,2018-11-23T07:40
MKO,5,9,17.96,7.98,2018-11-23T08:00
MKO,5,9,17.97,7.98,2018-11-23T08:20
MKO,5,9,17.97,7.98,2018-11-23T08:40
MKO,5,9,17.95,7.97,2018-11-23T09:00
MKO,5,9,17.95,7.97,2018-11-23T09:20
MKO,5,9,17.95,7.97,2018-11-23T09:40
MKO,5,9,17.94,7.98,2018-11-23T10:00
MKO,5,9,17.96,7.98,2018-11-23T10:20
MKO,5,9,17.96,7.98,2018-11-23T10:40
MKO,5,9,17.96,7.99,2018-11-23T11:00
MKO,5,9,17.95,7.98,2018-11-23T11:20
MKO,5,9,17.94,7.99,2018-11-23T11:40
MKO,5,9,17.93,7.98,2018-11-23T12:00
MKO,5,9,17.92,7.99,2018-11-23T12:20
MKO,5,9,17.91,7.99,2018-11-23T12:40
MKO,5,9,17.9,7.99,2018-11-23T13:00
MKO,5,9,17.82,7.98,2018-11-23T13:20
MKO,5,9,17.78,7.97,2018-11-23T13:40
MKO,5,9,17.83,7.97,2018-11-23T14:00
MKO,5,9,17.82,7.98,2018-11-23T14:20
MKO,5,9,17.81,7.98,2018-11-23T14:40
MKO,5,9,17.8,7.98,2018-11-23T15:00
MKO,5,9,17.78,7.98,2018-11-23T15:20
MKO,5,9,17.78,7.98,2018-11-23T15:40
MKO,5,9,17.77,7.99,2018-11-23T16:00
MKO,5,9,17.75,7.98,2018-11-23T16:20
MKO,5,9,17.75,7.99,2018-11-23T16:40
MKO,5,9,17.75,7.99,2018-11-23T17:00
MKO,5,9,17.75,7.98,2018-11-23T17:20
MKO,5,9,17.76,7.99,2018-11-23T17:40
MKO,5,9,17.79,7.98,2018-11-23T18:00
MKO,5,9,17.79,7.98,2018-11-23T18:20
MKO,5,9,17.81,7.98,2018-11-23T18:40
MKO,5,9,17.83,7.98,2018-11-23T19:00
MKO,5,9,17.85,7.98,2018-11-23T19:20
MKO,5,9,17.86,7.98,2018-11-23T19:40
MKO,5,9,17.86,7.98,2018-11-23T20:00
MKO,5,9,17.88,7.97,2018-11-23T20:20
MKO,5,9,17.89,7.98,2018-11-23T20:40
MKO,5,9,17.9,7.98,2018-11-23T21:00
MKO,5,9,17.91,7.98,2018-11-23T21:20
MKO,5,9,17.91,7.98,2018-11-23T21:40
MKO,5,9,17.92,7.98,2018-11-23T22:00
MKO,5,9,17.93,7.98,2018-11-23T22:20
MKO,5,9,17.95,7.99,2018-11-23T22:40
MKO,5,9,17.96,7.99,2018-11-23T23:00
MKO,5,9,17.96,7.99,2018-11-23T23:20
MKO,5,9,17.98,7.99,2018-11-23T23:40
MKO,5,9,17.98,7.99,2018-11-24T00:00
MKO,5,9,17.98,7.98,2018-11-24T00:20
MKO,5,9,17.96,7.98,2018-11-24T00:40
MKO,5,9,17.95,7.98,2018-11-24T01:00
MKO,5,9,17.93,7.98,2018-11-24T01:20
MKO,5,9,17.9,7.98,2018-11-24T01:40
MKO,5,9,17.88,7.98,2018-11-24T02:00
MKO,5,9,17.88,7.98,2018-11-24T02:20
MKO,5,9,17.87,7.98,2018-11-24T02:40
MKO,5,9,17.86,7.98,2018-11-24T03:00
MKO,5,9,17.85,7.98,2018-11-24T03:20
MKO,5,9,17.84,7.98,2018-11-24T03:40
MKO,5,9,17.83,7.97,2018-11-24T04:00
MKO,5,9,17.68,7.97,2018-11-24T04:20
MKO,5,9,16.97,7.94,2018-11-24T04:40
MKO,5,9,17.24,7.97,2018-11-24T05:00
MKO,5,9,17.45,7.98,2018-11-24T05:20
MKO,5,9,17.53,7.98,2018-11-24T05:40
MKO,5,9,17.52,7.98,2018-11-24T06:00
MKO,5,9,17.54,7.98,2018-11-24T06:20
MKO,5,9,17.46,7.97,2018-11-24T06:40
MKO,5,9,17.5,7.97,2018-11-24T07:00
MKO,5,9,17.5,7.98,2018-11-24T07:20
MKO,5,9,17.51,7.97,2018-11-24T07:40
MKO,5,9,17.5,7.97,2018-11-24T08:00
MKO,5,9,17.48,7.97,2018-11-24T08:20
MKO,5,9,17.46,7.97,2018-11-24T08:40
MKO,5,9,17.45,7.97,2018-11-24T09:00
MKO,5,9,17.43,7.97,2018-11-24T09:20
MKO,5,9,17.39,7.97,2018-11-24T09:40
MKO,5,9,17.35,7.97,2018-11-24T10:00
MKO,5,9,17.33,7.97,2018-11-24T10:20
MKO,5,9,17.26,7.97,2018-11-24T10:40
MKO,5,9,17.18,7.97,2018-11-24T11:00
MKO,5,9,16.97,7.96,2018-11-24T11:20
MKO,5,9,16.78,7.96,2018-11-24T11:40
MKO,5,9,16.48,7.95,2018-11-24T12:00
MKO,5,9,16.22,7.95,2018-11-24T12:20
MKO,5,9,15.99,7.95,2018-11-24T12:40
MKO,5,9,15.91,7.96,2018-11-24T13:00
MKO,5,9,15.69,7.96,2018-11-24T13:20
MKO,5,9,15.79,7.97,2018-11-24T13:40
MKO,5,9,15.65,7.97,2018-11-24T14:00
MKO,5,9,15.47,7.96,2018-11-24T14:20
MKO,5,9,15.34,7.97,2018-11-24T14:40
MKO,5,9,15.24,7.97,2018-11-24T15:00
MKO,5,9,15.18,7.97,2018-11-24T15:20
MKO,5,9,15.14,7.98,2018-11-24T15:40
MKO,5,9,15.13,7.98,2018-11-24T16:00
MKO,5,9,15.15,7.97,2018-11-24T16:20
MKO,5,9,15.24,7.97,2018-11-24T16:40
MKO,5,9,15.34,7.97,2018-11-24T17:00
MKO,5,9,15.45,7.97,2018-11-24T17:20
MKO,5,9,15.48,7.97,2018-11-24T17:40
MKO,5,9,15.55,7.97,2018-11-24T18:00
MKO,5,9,15.61,7.96,2018-11-24T18:20
MKO,5,9,15.66,7.96,2018-11-24T18:40
MKO,5,9,15.69,7.95,2018-11-24T19:00
MKO,5,9,15.67,7.96,2018-11-24T19:20
MKO,5,9,15.93,7.97,2018-11-24T19:40
MKO,5,9,16.13,7.98,2018-11-24T20:00
MKO,5,9,16.22,7.98,2018-11-24T20:20
MKO,5,9,16.3,7.98,2018-11-24T20:40
MKO,5,9,16.36,7.98,2018-11-24T21:00
MKO,5,9,16.38,7.97,2018-11-24T21:20
MKO,5,9,16.41,7.97,2018-11-24T21:40
MKO,5,9,16.33,7.96,2018-11-24T22:00
MKO,5,9,16.37,7.96,2018-11-24T22:20
MKO,5,9,16.35,7.94,2018-11-24T22:40
MKO,5,9,16.48,7.97,2018-11-24T23:00
MKO,5,9,16.44,7.95,2018-11-24T23:20
MKO,5,9,16.49,7.97,2018-11-24T23:40
MKO,5,9,16.46,7.96,2018-11-25T00:00
MKO,5,9,16.46,7.96,2018-11-25T00:20
MKO,5,9,16.42,7.96,2018-11-25T00:40
MKO,5,9,16.39,7.95,2018-11-25T01:00
MKO,5,9,16.36,7.95,2018-11-25T01:20
MKO,5,9,16.42,7.95,2018-11-25T01:40
MKO,5,9,16.43,7.94,2018-11-25T02:00
MKO,5,9,16.42,7.94,2018-11-25T02:20
MKO,5,9,16.4,7.94,2018-11-25T02:40
MKO,5,9,16.37,7.94,2018-11-25T03:00
MKO,5,9,16.31,7.94,2018-11-25T03:20
MKO,5,9,16.25,7.94,2018-11-25T03:40
MKO,5,9,16.16,7.95,2018-11-25T04:00
MKO,5,9,15.98,7.95,2018-11-25T04:20
MKO,5,9,15.44,7.95,2018-11-25T04:40
MKO,5,9,15.16,7.96,2018-11-25T05:00
MKO,5,9,14.94,7.95,2018-11-25T05:20
MKO,5,9,14.99,7.96,2018-11-25T05:40
MKO,5,9,14.99,7.96,2018-11-25T06:00
MKO,5,9,15.31,7.96,2018-11-25T06:20
MKO,5,9,15.52,7.96,2018-11-25T06:40
MKO,5,9,15.4,7.95,2018-11-25T07:00
MKO,5,9,15.35,7.96,2018-11-25T07:20
MKO,5,9,15.58,7.97,2018-11-25T07:40
MKO,5,9,15.64,7.97,2018-11-25T08:00
MKO,5,9,15.73,7.96,2018-11-25T08:20
MKO,5,9,15.78,7.96,2018-11-25T08:40
MKO,5,9,15.84,7.96,2018-11-25T09:00
MKO,5,9,15.86,7.96,2018-11-25T09:20
MKO,5,9,16.01,7.97,2018-11-25T09:40
MKO,5,9,16.07,7.96,2018-11-25T10:00
MKO,5,9,16.03,7.96,2018-11-25T10:20
MKO,5,9,15.99,7.96,2018-11-25T10:40
MKO,5,9,15.89,7.95,2018-11-25T11:00
MKO,5,9,15.92,7.95,2018-11-25T11:20
MKO,5,9,16.05,7.96,2018-11-25T11:40
MKO,5,9,16.52,8,2018-11-25T12:00
MKO,5,9,16.76,8,2018-11-25T12:20
MKO,5,9,16.85,7.99,2018-11-25T12:40
MKO,5,9,16.9,7.99,2018-11-25T13:00
MKO,5,9,16.96,7.99,2018-11-25T13:20
MKO,5,9,17.01,7.99,2018-11-25T13:40
MKO,5,9,17.06,7.99,2018-11-25T14:00
MKO,5,9,17.18,7.99,2018-11-25T14:20
MKO,5,9,17.24,7.99,2018-11-25T14:40
MKO,5,9,17.27,7.99,2018-11-25T15:00
MKO,5,9,17.29,7.99,2018-11-25T15:20
MKO,5,9,17.3,7.99,2018-11-25T15:40
MKO,5,9,17.3,7.99,2018-11-25T16:00
MKO,5,9,17.31,7.99,2018-11-25T16:20
MKO,5,9,17.31,7.99,2018-11-25T16:40
MKO,5,9,17.31,7.99,2018-11-25T17:00
MKO,5,9,17.32,7.99,2018-11-25T17:20
MKO,5,9,17.32,7.99,2018-11-25T17:40
MKO,5,9,17.32,7.99,2018-11-25T18:00
MKO,5,9,17.32,7.99,2018-11-25T18:20
MKO,5,9,17.33,7.99,2018-11-25T18:40
MKO,5,9,17.32,8,2018-11-25T19:00
MKO,5,9,17.31,8,2018-11-25T19:20
MKO,5,9,17.31,7.99,2018-11-25T19:40
MKO,5,9,17.33,8,2018-11-25T20:00
MKO,5,9,17.37,8,2018-11-25T20:20
MKO,5,9,17.41,8,2018-11-25T20:40
MKO,5,9,17.44,8,2018-11-25T21:00
MKO,5,9,17.47,8,2018-11-25T21:20
MKO,5,9,17.52,7.99,2018-11-25T21:40
MKO,5,9,17.52,8,2018-11-25T22:00
MKO,5,9,17.53,8,2018-11-25T22:20
MKO,5,9,17.56,8,2018-11-25T22:40
MKO,5,9,17.64,8,2018-11-25T23:00
MKO,5,9,17.83,7.99,2018-11-25T23:20
MKO,5,9,17.8,8,2018-11-25T23:40
MKO,5,9,17.91,7.99,2018-11-26T00:00
MKO,5,9,17.93,7.99,2018-11-26T00:20
MKO,5,9,17.87,7.99,2018-11-26T00:40
MKO,5,9,17.83,7.99,2018-11-26T01:00
MKO,5,9,17.74,7.99,2018-11-26T01:20
MKO,5,9,17.61,8,2018-11-26T01:40
MKO,5,9,17.56,8,2018-11-26T02:00
MKO,5,9,17.63,8,2018-11-26T02:20
MKO,5,9,17.57,8,2018-11-26T02:40
MKO,5,9,17.57,8,2018-11-26T03:00
MKO,5,9,17.55,8,2018-11-26T03:20
MKO,5,9,17.51,8,2018-11-26T03:40
MKO,5,9,17.48,8,2018-11-26T04:00
MKO,5,9,17.51,8.01,2018-11-26T04:20
MKO,5,9,17.46,8,2018-11-26T04:40
MKO,5,9,17.42,8,2018-11-26T05:00
MKO,5,9,17.42,8,2018-11-26T05:20
MKO,5,9,17.38,8,2018-11-26T05:40
MKO,5,9,17.41,8,2018-11-26T06:00
MKO,5,9,17.61,8,2018-11-26T06:20
MKO,5,9,17.77,8,2018-11-26T06:40
MKO,5,9,17.79,7.99,2018-11-26T07:00
MKO,5,9,17.75,7.98,2018-11-26T07:20
MKO,5,9,17.74,7.98,2018-11-26T07:40
MKO,5,9,17.72,7.98,2018-11-26T08:00
MKO,5,9,17.75,7.98,2018-11-26T08:20
MKO,5,9,17.78,7.98,2018-11-26T08:40
MKO,5,9,17.82,7.98,2018-11-26T09:00
MKO,5,9,17.87,7.98,2018-11-26T09:20
MKO,5,9,17.9,7.98,2018-11-26T09:40
MKO,5,9,17.95,7.98,2018-11-26T10:00
MKO,5,9,17.98,7.98,2018-11-26T10:20
MKO,5,9,17.99,7.98,2018-11-26T10:40
MKO,5,9,18,7.98,2018-11-26T11:00
MKO,5,9,18.01,7.98,2018-11-26T11:20
MKO,5,9,18.03,7.98,2018-11-26T11:40
MKO,5,9,18.03,7.98,2018-11-26T12:00
MKO,5,9,18.03,7.98,2018-11-26T12:20
MKO,5,9,18.03,7.98,2018-11-26T12:40
MKO,5,9,18.05,7.98,2018-11-26T13:00
MKO,5,9,18.06,7.98,2018-11-26T13:20
MKO,5,9,18.07,7.99,2018-11-26T13:40
MKO,5,9,18.07,7.98,2018-11-26T14:00
MKO,5,9,18.07,7.98,2018-11-26T14:20
MKO,5,9,18.07,7.98,2018-11-26T14:40
MKO,5,9,18.07,7.98,2018-11-26T15:00
MKO,5,9,18.07,7.98,2018-11-26T15:20
MKO,5,9,18.06,7.98,2018-11-26T15:40
MKO,5,9,18.05,7.98,2018-11-26T16:00
MKO,5,9,18.05,7.98,2018-11-26T16:20
MKO,5,9,18.05,7.98,2018-11-26T16:40
MKO,5,9,18.06,7.98,2018-11-26T17:00
MKO,5,9,18.07,7.98,2018-11-26T17:20
MKO,5,9,18.08,7.98,2018-11-26T17:40
MKO,5,9,18.08,7.99,2018-11-26T18:00
MKO,5,9,18.09,7.99,2018-11-26T18:20
MKO,5,9,18.08,7.98,2018-11-26T18:40
MKO,5,9,18.08,7.98,2018-11-26T19:00
MKO,5,9,18.09,7.98,2018-11-26T19:20
MKO,5,9,18.08,7.98,2018-11-26T19:40
MKO,5,9,18.17,7.99,2018-11-26T20:00
MKO,5,9,18.17,7.98,2018-11-26T20:20
MKO,5,9,18.21,7.98,2018-11-26T20:40
MKO,5,9,18.29,7.99,2018-11-26T21:00
MKO,5,9,18.26,7.98,2018-11-26T21:20
MKO,5,9,18.26,7.98,2018-11-26T21:40
MKO,5,9,18.31,7.99,2018-11-26T22:00
MKO,5,9,18.41,7.99,2018-11-26T22:20
MKO,5,9,18.39,7.99,2018-11-26T22:40
MKO,5,9,18.4,7.99,2018-11-26T23:00
MKO,5,9,18.39,7.99,2018-11-26T23:20
MKO,5,9,18.4,8,2018-11-26T23:40
MKO,5,9,18.4,7.99,2018-11-27T00:00
MKO,5,9,18.36,7.99,2018-11-27T00:20
MKO,5,9,18.4,8,2018-11-27T00:40
MKO,5,9,18.38,8,2018-11-27T01:00
MKO,5,9,18.33,7.99,2018-11-27T01:20
MKO,5,9,18.33,8,2018-11-27T01:40
MKO,5,9,18.33,8,2018-11-27T02:00
MKO,5,9,18.35,8,2018-11-27T02:20
MKO,5,9,18.35,8,2018-11-27T02:40
MKO,5,9,18.37,7.99,2018-11-27T03:00
MKO,5,9,18.37,7.99,2018-11-27T03:20
MKO,5,9,18.39,7.99,2018-11-27T03:40
MKO,5,9,18.4,7.99,2018-11-27T04:00
MKO,5,9,18.4,7.99,2018-11-27T04:20
MKO,5,9,18.4,7.99,2018-11-27T04:40
MKO,5,9,18.37,7.99,2018-11-27T05:00
MKO,5,9,18.36,7.99,2018-11-27T05:20
MKO,5,9,18.34,7.99,2018-11-27T05:40
MKO,5,9,18.2,7.98,2018-11-27T06:00
MKO,5,9,17.97,7.98,2018-11-27T06:20
MKO,5,9,17.54,7.97,2018-11-27T06:40
MKO,5,9,17.56,7.98,2018-11-27T07:00
MKO,5,9,17.49,7.98,2018-11-27T07:20
MKO,5,9,17.67,7.99,2018-11-27T07:40
MKO,5,9,17.76,7.99,2018-11-27T08:00
MKO,5,9,17.94,8.01,2018-11-27T08:20
MKO,5,9,17.93,7.99,2018-11-27T08:40
MKO,5,9,17.92,7.99,2018-11-27T09:00
MKO,5,9,17.86,7.99,2018-11-27T09:20
MKO,5,9,17.76,7.98,2018-11-27T09:40
MKO,5,9,17.71,7.99,2018-11-27T10:00
MKO,5,9,17.84,7.99,2018-11-27T10:20
MKO,5,9,17.92,7.99,2018-11-27T10:40
MKO,5,9,17.94,7.99,2018-11-27T11:00
MKO,5,9,18,7.99,2018-11-27T11:20
MKO,5,9,18.02,7.99,2018-11-27T11:40
MKO,5,9,18.02,7.99,2018-11-27T12:00
MKO,5,9,18.03,7.98,2018-11-27T12:20
MKO,5,9,18.09,7.99,2018-11-27T12:40
MKO,5,9,18.09,7.99,2018-11-27T13:00
MKO,5,9,18.1,7.99,2018-11-27T13:20
MKO,5,9,18.1,7.99,2018-11-27T13:40
MKO,5,9,18.11,7.99,2018-11-27T14:00
MKO,5,9,18.11,7.98,2018-11-27T14:20
MKO,5,9,18.13,7.99,2018-11-27T14:40
MKO,5,9,18.15,7.99,2018-11-27T15:00
MKO,5,9,18.17,7.99,2018-11-27T15:20
MKO,5,9,18.17,7.99,2018-11-27T15:40
MKO,5,9,18.18,7.99,2018-11-27T16:00
MKO,5,9,18.17,7.99,2018-11-27T16:20
MKO,5,9,18.17,7.99,2018-11-27T16:40
MKO,5,9,18.18,7.99,2018-11-27T17:00
MKO,5,9,18.19,7.99,2018-11-27T17:20
MKO,5,9,18.2,7.99,2018-11-27T17:40
MKO,5,9,18.2,7.99,2018-11-27T18:00
MKO,5,9,18.2,7.99,2018-11-27T18:20
MKO,5,9,18.21,7.99,2018-11-27T18:40
MKO,5,9,18.21,7.99,2018-11-27T19:00
MKO,5,9,18.22,7.99,2018-11-27T19:20
MKO,5,9,18.22,7.99,2018-11-27T19:40
MKO,5,9,18.15,7.99,2018-11-27T20:00
MKO,5,9,18.23,7.99,2018-11-27T20:20
MKO,5,9,18.23,7.99,2018-11-27T20:40
MKO,5,9,18.3,7.99,2018-11-27T21:00
MKO,5,9,18.28,7.99,2018-11-27T21:20
MKO,5,9,18.34,7.99,2018-11-27T21:40
MKO,5,9,18.33,7.99,2018-11-27T22:00
MKO,5,9,18.39,7.99,2018-11-27T22:20
MKO,5,9,18.39,8,2018-11-27T22:40
MKO,5,9,18.46,8,2018-11-27T23:00
MKO,5,9,18.47,7.99,2018-11-27T23:20
MKO,5,9,18.49,7.99,2018-11-27T23:40
MKO,5,9,18.5,7.99,2018-11-28T00:00
MKO,5,9,18.5,7.99,2018-11-28T00:20
MKO,5,9,18.5,7.99,2018-11-28T00:40
MKO,5,9,18.47,7.99,2018-11-28T01:00
MKO,5,9,18.43,7.99,2018-11-28T01:20
MKO,5,9,18.36,8,2018-11-28T01:40
MKO,5,9,18.35,7.99,2018-11-28T02:00
MKO,5,9,18.26,7.99,2018-11-28T02:20
MKO,5,9,18.28,7.99,2018-11-28T02:40
MKO,5,9,18.17,7.98,2018-11-28T03:00
MKO,5,9,18.13,7.99,2018-11-28T03:20
MKO,5,9,18.08,7.99,2018-11-28T03:40
MKO,5,9,18.16,7.99,2018-11-28T04:00
MKO,5,9,18.22,7.99,2018-11-28T04:20
MKO,5,9,18.31,8,2018-11-28T04:40
MKO,5,9,18.32,7.99,2018-11-28T05:00
MKO,5,9,18.35,8,2018-11-28T05:20
MKO,5,9,18.31,8,2018-11-28T05:40
MKO,5,9,18.28,7.99,2018-11-28T06:00
MKO,5,9,18.25,7.99,2018-11-28T06:20
MKO,5,9,18.23,7.99,2018-11-28T06:40
MKO,5,9,18.22,7.99,2018-11-28T07:00
MKO,5,9,18.09,7.99,2018-11-28T07:20
MKO,5,9,17.63,7.97,2018-11-28T07:40
MKO,5,9,17.26,7.97,2018-11-28T08:00
MKO,5,9,17.06,7.97,2018-11-28T08:20
MKO,5,9,16.8,7.98,2018-11-28T08:40
MKO,5,9,16.74,7.98,2018-11-28T09:00
MKO,5,9,16.52,7.97,2018-11-28T09:20
MKO,5,9,16.67,7.98,2018-11-28T09:40
MKO,5,9,17.12,8,2018-11-28T10:00
MKO,5,9,17.26,7.99,2018-11-28T10:20
MKO,5,9,17.48,7.99,2018-11-28T10:40
MKO,5,9,17.53,7.99,2018-11-28T11:00
MKO,5,9,17.63,7.99,2018-11-28T11:20
MKO,5,9,17.76,7.99,2018-11-28T11:40
MKO,5,9,17.81,7.99,2018-11-28T12:00
MKO,5,9,17.88,7.99,2018-11-28T12:20
MKO,5,9,17.82,7.98,2018-11-28T12:40
MKO,5,9,17.85,7.98,2018-11-28T13:00
MKO,5,9,17.85,7.98,2018-11-28T13:20
MKO,5,9,17.88,7.98,2018-11-28T13:40
MKO,5,9,17.89,7.99,2018-11-28T14:00
MKO,5,9,17.86,7.98,2018-11-28T14:20
MKO,5,9,17.87,7.98,2018-11-28T14:40
MKO,5,9,17.84,7.98,2018-11-28T15:00
MKO,5,9,17.84,7.98,2018-11-28T15:20
MKO,5,9,17.9,7.99,2018-11-28T15:40
MKO,5,9,17.95,7.99,2018-11-28T16:00
MKO,5,9,17.97,8,2018-11-28T16:20
MKO,5,9,17.97,7.99,2018-11-28T16:40
MKO,5,9,17.97,7.99,2018-11-28T17:00
MKO,5,9,17.97,7.99,2018-11-28T17:20
MKO,5,9,17.95,7.99,2018-11-28T17:40
MKO,5,9,17.94,7.99,2018-11-28T18:00
MKO,5,9,17.95,7.99,2018-11-28T18:20
MKO,5,9,17.94,8,2018-11-28T18:40
MKO,5,9,17.94,8,2018-11-28T19:00
MKO,5,9,17.94,8,2018-11-28T19:20
MKO,5,9,17.93,8,2018-11-28T19:40
MKO,5,9,17.93,7.99,2018-11-28T20:00
MKO,5,9,17.94,8,2018-11-28T20:20
MKO,5,9,17.94,8,2018-11-28T20:40
MKO,5,9,17.92,7.99,2018-11-28T21:00
MKO,5,9,17.66,7.97,2018-11-28T21:20
MKO,5,9,17.78,7.99,2018-11-28T21:40
MKO,5,9,17.75,7.99,2018-11-28T22:00
MKO,5,9,17.83,8,2018-11-28T22:20
MKO,5,9,17.86,8,2018-11-28T22:40
MKO,5,9,17.78,7.99,2018-11-28T23:00
MKO,5,9,18.04,8,2018-11-28T23:20
MKO,5,9,18.15,8,2018-11-28T23:40
MKO,5,9,18.19,8,2018-11-29T00:00
MKO,5,9,18.19,8,2018-11-29T00:20
MKO,5,9,18.19,8,2018-11-29T00:40
